0	314519.896	5809580.105	10.65	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59136.0	60672.0	60160.0
1	314520.576	5809744.605	10.79	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56320.0	57856.0	57344.0
2	314671.596	5809679.185	2.49	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43008.0	41728.0	36096.0
3	314555.476	5809679.825	6.31	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13056.0	15872.0	12288.0
4	314920.796	5809913.535	-0.46	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13568.0	23552.0	22784.0
5	314783.386	5809632.045	2.37	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55808.0	54784.0	45312.0
6	314661.316	5809797.095	11.38	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17408.0	19712.0	12800.0
7	314904.566	5809739.625	7.05	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21760.0	23040.0	15360.0
8	314646.586	5809939.895	6.64	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22016.0	20736.0	15616.0
9	314573.676	5809959.275	2.85	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39936.0	37376.0	34816.0
10	314908.616	5809667.595	7.09	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22272.0	25344.0	22272.0
11	314581.516	5809774.885	8.21	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48896.0	47872.0	44800.0
12	314895.216	5809867.565	-1.08	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18176.0	27136.0	25344.0
13	314769.686	5809745.945	7.54	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34560.0	49152.0	50944.0
14	314750.186	5809609.855	12.64	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59136.0	60160.0	60928.0
15	314674.386	5809957.245	2.08	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25856.0	35584.0	20992.0
16	314648.006	5809677.375	2.68	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60416.0	61952.0	61952.0
17	314687.086	5809893.735	2.24	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36352.0	35840.0	32512.0
18	314959.786	5809593.475	1.74	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53504.0	52224.0	46592.0
19	314719.706	5809967.195	1.72	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35584.0	36096.0	25856.0
20	314850.836	5809712.205	1.56	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49152.0	49152.0	46080.0
21	314915.406	5809950.815	-0.96	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17408.0	26368.0	24576.0
22	314740.056	5809562.815	2.27	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35840.0	32512.0	28160.0
23	314688.086	5809884.605	2.09	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38656.0	37120.0	33024.0
24	314736.836	5809804.385	1.8	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36352.0	33792.0	27392.0
25	314987.946	5809885.665	-0.46	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16896.0	27392.0	23296.0
26	314680.196	5809560.325	10.38	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30720.0	33792.0	24576.0
27	314572.686	5809689.925	9.11	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53504.0	42496.0	31488.0
28	314934.726	5809830.595	-0.45	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15360.0	25088.0	22272.0
29	314897.076	5809561.175	1.92	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32768.0	30208.0	23808.0
30	314664.866	5809531.185	4.42	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47872.0	46080.0	39424.0
31	314667.086	5809915.775	2.18	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29952.0	28416.0	25344.0
32	314959.496	5809827.505	-0.45	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14848.0	24832.0	23552.0
33	314992.136	5809543.955	1.97	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45312.0	43520.0	36096.0
34	314539.886	5809991.785	3.41	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46080.0	48640.0	30464.0
35	314600.286	5809848.585	3.13	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30464.0	31488.0	22528.0
36	314762.916	5809745.615	2.3	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34304.0	35328.0	31488.0
37	314910.276	5809653.165	2.28	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49664.0	49920.0	46336.0
38	314742.946	5809895.915	1.81	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39936.0	42496.0	28928.0
39	314533.936	5809694.485	6.31	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19968.0	24064.0	21248.0
40	314649.866	5809543.585	4.41	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24576.0	33280.0	20480.0
41	314681.136	5809892.645	2.23	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37120.0	36608.0	32768.0
