35	314513.666	314981.736	5809604.205	5809919.345	-1.07	29.9
36	314528.976	314966.926	5809528.435	5809940.535	0.89	13.73
37	314523.706	314834.386	5809511.215	5809999.725	1.77	31.95
38	314526.436	314991.436	5809589.695	5809987.895	-1.02	24.56
39	314527.926	314803.036	5809537.365	5809999.615	1.71	111.65
40	314552.316	314972.936	5809659.615	5809930.055	-0.54	32.11
41	314516.116	314976.356	5809595.835	5809964.585	-1.29	4.62
42	314539.106	314981.426	5809680.035	5809975.435	-0.48	33.85
43	314559.366	314977.816	5809555.995	5809968.945	-0.48	10.1
44	314679.746	314949.456	5809526.845	5809960.875	1.92	31.47
45	314509.056	314953.556	5809534.345	5809939.615	1.76	12.95
46	314509.426	314922.586	5809538.015	5809965.355	0.79	51.03
47	314553.136	314941.386	5809534.385	5809997.275	-0.44	11.43
48	314516.406	314938.936	5809595.395	5809937.535	-0.47	30.62
49	314543.716	314927.686	5809596.755	5809991.065	-1.01	17.98
50	314523.306	314928.776	5809539.975	5809927.325	0.92	31.91
51	314649.526	314978.496	5809546.085	5809955.155	-0.45	13.2
52	314502.476	314946.356	5809526.605	5809998.095	-0.47	31.83
53	314583.186	314972.966	5809533.635	5809947.315	-0.43	34.2
54	314606.966	314994.156	5809566.675	5809986.165	-0.47	11.36
55	314580.956	314948.306	5809531.285	5809986.005	-0.51	16.33
56	314525.016	314863.256	5809531.405	5809990.935	1.68	9.6
57	314536.596	314960.086	5809573.705	5809812.405	1.86	32.04
58	314602.366	314872.576	5809540.235	5809964.275	-0.14	13.66
59	314518.666	314893.326	5809544.585	5809984.625	0.72	12.05
60	314572.076	314988.176	5809528.275	5809884.845	-0.47	23.44
61	314531.516	314985.026	5809510.395	5809990.825	-0.42	33.43
62	314596.536	314981.136	5809503.925	5809908.825	-0.48	20.31
63	314515.026	314993.106	5809517.685	5809992.095	-0.46	14.88
64	314588.126	314944.416	5809517.535	5809794.965	0.53	22.15
65	314539.646	314957.216	5809506.815	5809984.355	-0.49	24.34
66	314571.566	314814.536	5809544.535	5809965.455	2.36	17.73
67	314502.526	314996.966	5809549.075	5809948.605	-0.59	36.9
68	314543.136	314860.956	5809503.665	5809997.115	1.62	32.06
69	314502.306	314948.996	5809524.275	5809838.545	1.28	62.72
70	314535.206	314985.686	5809635.545	5809997.665	-0.7	31.34
71	314554.626	314969.246	5809680.065	5809970.995	-2.56	9.62
72	314548.586	314999.996	5809569.895	5809967.585	-1.37	16.3
73	314539.186	314913.786	5809554.765	5809928.775	1.71	63.57
74	314503.726	314985.306	5809525.685	5809985.845	-0.51	11.83
75	314527.066	314952.266	5809520.985	5809966.425	-0.49	8.74
76	314556.836	314957.016	5809518.985	5809892.935	-2.17	16.02
77	314515.026	314998.696	5809532.715	5809979.215	-0.47	13.14
78	314588.796	314954.826	5809505.605	5809991.185	1.66	6.48
79	314510.776	314964.286	5809561.155	5809932.425	1.53	22.16
80	314574.356	314898.166	5809555.545	5809926.485	1.45	14.24
81	314606.206	314874.596	5809519.815	5809983.915	1.42	17.4
82	314578.106	314996.986	5809518.775	5809959.075	-0.46	31.18
83	314664.216	314947.506	5809634.775	5809938.725	-0.46	27.22
84	314511.086	314932.236	5809545.155	5809994.335	-0.59	18.86
85	314528.506	314995.896	5809591.035	5809958.015	-0.48	62.91
86	314533.986	314877.066	5809636.935	5809981.185	-0.15	83.99
87	314551.726	314983.596	5809568.335	5809993.085	-0.48	10.26
88	314589.046	314974.026	5809501.255	5809954.985	1.62	31.65
89	314612.406	314968.376	5809614.935	5809959.265	-0.44	13.46
90	314510.456	314983.356	5809514.845	5809970.085	-0.43	14.85
91	314536.186	314808.346	5809636.755	5809940.485	1.7	47.36
92	314528.116	314929.876	5809535.475	5809821.015	2.04	51.79
93	314530.096	314822.026	5809526.895	5809957.615	2.05	60.91
94	314526.346	314954.896	5809517.075	5809928.595	-0.9	15.56
95	314518.476	314983.666	5809511.085	5809963.285	-0.48	13.52
96	314505.576	314948.846	5809551.865	5809936.105	2.45	31.47
97	314543.966	314943.496	5809509.485	5809980.735	-0.51	4.31
98	314523.156	314953.576	5809532.045	5809993.565	-1.65	8.15
99	314578.236	314960.166	5809533.805	5809944.445	-0.44	31.95
100	314567.836	314983.316	5809560.585	5809697.935	-0.43	62.45
101	314537.216	314999.076	5809503.055	5809989.465	-0.44	16.26
102	314530.186	314902.386	5809537.055	5809997.775	-2.33	13.77
103	314607.476	314974.456	5809525.315	5809929.565	-0.44	10.36
104	314540.466	314926.076	5809563.115	5809996.125	1.8	14.8
105	314509.626	314981.766	5809525.105	5809917.365	-0.44	9.42
106	314510.286	314981.356	5809574.185	5809994.845	-0.47	65.35
107	314563.746	314880.776	5809521.755	5809990.145	2.03	56.17
108	314513.736	314891.426	5809540.395	5809866.615	1.8	19.04
109	314530.176	314875.196	5809531.355	5809906.995	1.52	31.46
110	314564.516	314876.506	5809525.705	5809999.265	1.54	136.22
111	314505.406	314925.906	5809564.015	5809924.715	1.42	31.73
112	314541.876	314988.846	5809509.695	5809948.965	-0.44	15.4
113	314505.276	314896.466	5809506.685	5809971.895	1.76	31.53
114	314513.136	314892.246	5809501.625	5809985.405	1.53	10.02
115	314582.606	314915.906	5809528.275	5809963.805	-0.64	21.45
116	314596.766	314814.476	5809594.025	5809820.615	1.75	50.36
117	314587.186	314973.346	5809525.195	5809961.455	-0.47	62.85
118	314570.296	314969.086	5809509.785	5809985.755	1.76	34.85
119	314529.996	314999.846	5809515.995	5809945.995	-0.48	31.77
120	314542.956	314968.806	5809501.165	5809923.895	-0.7	17.39
121	314514.326	314901.456	5809519.745	5809969.995	-0.46	25.25
122	314503.486	314853.356	5809639.605	5809984.795	1.7	61.72
123	314501.776	314925.646	5809570.255	5809937.945	-0.45	31.11
124	314552.516	314905.176	5809521.865	5809928.875	-0.74	17.98
125	314500.736	314790.266	5809536.515	5809931.145	2.56	14.17
126	314584.916	314994.746	5809521.545	5809977.315	-0.46	9.79
127	314525.376	314941.846	5809507.345	5809937.395	1.62	44.92
128	314515.986	314869.836	5809563.855	5809973.565	0.91	33.69
129	314509.526	314962.226	5809519.315	5809949.745	-0.45	23.46
130	314508.206	314923.576	5809652.225	5809953.885	-0.43	115.7
131	314535.566	314958.626	5809532.615	5809985.375	-0.49	63.54
132	314500.306	314939.066	5809534.595	5809941.855	-0.42	17.11
133	314500.476	314879.936	5809554.895	5809989.475	1.85	42.71
134	314520.426	314898.266	5809507.305	5809960.885	1.59	62.79
135	314574.656	314978.946	5809528.355	5809973.725	-1.51	13.9
136	314507.196	314935.356	5809501.125	5809841.775	2.16	14.7
137	314543.306	314933.176	5809527.335	5809977.005	1.55	39.05
138	314560.356	314954.656	5809587.555	5809991.815	-0.4	10.82
139	314578.026	314960.426	5809522.325	5809951.375	1.86	25.44
140	314530.096	314974.716	5809566.135	5809971.935	-0.44	44.74
141	314510.136	314922.786	5809574.325	5809994.325	-0.49	8.64
142	314532.366	314986.636	5809529.535	5809990.085	-2.68	7.73
143	314505.596	314896.476	5809525.955	5809934.885	-0.63	15.6
144	314521.026	314875.696	5809660.135	5809905.845	1.39	13.8
145	314524.086	314884.586	5809518.785	5809959.695	1.66	31.36
146	314532.046	314944.796	5809598.375	5809981.635	-0.5	12.61
147	314542.676	314915.676	5809502.255	5809859.225	2.02	146.2
148	314505.076	314935.956	5809505.925	5809900.205	-0.47	121.33
149	314515.416	314988.056	5809596.585	5809995.295	-0.49	28.41
150	314594.326	314999.876	5809544.035	5809951.015	-0.95	15.92
151	314601.836	314937.846	5809508.115	5809924.995	-0.5	26.96
152	314604.946	314959.026	5809516.315	5809978.395	-0.49	34.73
153	314545.616	314944.476	5809575.525	5809996.455	1.86	10.58
154	314536.236	314962.116	5809603.635	5809919.215	-0.66	32.64
155	314519.626	314997.326	5809579.225	5809967.955	-0.45	31.38
156	314507.786	314805.086	5809532.385	5809973.745	1.63	56.59
157	314647.356	314993.916	5809520.915	5809901.265	-0.48	31.67
158	314535.076	314765.366	5809611.025	5809969.045	2.5	12.68
159	314570.086	314966.666	5809541.215	5809988.655	-0.8	37.14
160	314530.636	314953.936	5809568.905	5809889.945	-0.45	11.75
161	314554.876	314827.056	5809558.965	5809941.785	1.72	176.27
162	314508.626	314850.676	5809565.165	5809999.355	1.78	12.53
163	314573.626	314906.566	5809512.405	5809897.125	-0.37	68.09
164	314526.606	314979.726	5809502.375	5809987.135	-0.5	36.39
165	314589.786	314917.866	5809511.565	5809909.675	1.98	65.11
166	314580.286	314961.156	5809530.565	5809973.025	1.7	32.23
167	314515.206	314997.026	5809579.615	5809937.655	-0.38	58.24
168	314508.706	314925.066	5809557.275	5809955.205	-0.49	18.06
169	314514.346	314847.816	5809551.745	5809957.595	1.59	63.23
170	314500.996	314936.876	5809514.545	5809999.295	1.82	32.18
171	314551.306	314944.816	5809534.555	5809942.135	-0.45	32.19
172	314532.436	314899.506	5809543.925	5809977.205	1.56	13.61
173	314561.526	314885.576	5809545.235	5809916.635	1.54	31.42
174	314527.726	314937.926	5809525.115	5809908.225	-0.47	19.95
175	314617.676	314941.846	5809640.345	5809993.935	-0.47	41.97
176	314555.576	314922.496	5809554.055	5809972.845	1.61	17.03
177	314617.876	314928.736	5809590.165	5809966.895	-0.43	30.79
178	314535.196	314957.136	5809549.225	5809998.415	-0.53	6.45
179	314509.256	314767.916	5809624.865	5809966.455	1.85	42.74
180	314567.296	314995.496	5809574.215	5809804.455	-0.48	15.6
181	314508.996	314982.436	5809512.945	5809988.155	-0.44	14.06
182	314538.396	314913.246	5809569.905	5809946.395	-1.19	13.22
183	314544.046	314940.316	5809515.395	5809926.305	1.59	50.0
184	314665.286	314967.226	5809534.985	5809911.355	-0.47	92.92
185	314528.036	314953.526	5809558.355	5809861.405	-0.47	34.24
186	314514.836	314994.976	5809509.195	5809916.665	1.55	64.93
187	314503.286	314912.666	5809500.495	5809898.005	-0.48	18.63
188	314595.096	314888.756	5809586.905	5809992.665	-0.5	16.75
189	314579.106	314935.306	5809504.025	5809966.845	1.68	55.9
190	314575.276	314986.646	5809510.825	5809938.955	0.89	5.7
191	314560.036	314937.566	5809530.755	5809902.905	-0.45	38.58
192	314533.376	314980.356	5809553.175	5809967.385	-0.49	19.64
193	314554.316	314949.966	5809574.645	5809960.245	1.43	65.62
194	314535.126	314967.176	5809508.225	5809963.405	0.27	27.48
195	314509.946	314909.196	5809548.575	5809959.065	2.03	12.26
196	314525.566	314886.266	5809513.165	5809890.585	1.55	13.31
197	314599.346	314948.956	5809505.175	5809977.405	-0.45	8.53
198	314521.116	314960.586	5809640.895	5809891.945	-0.45	31.51
199	314513.836	314781.726	5809582.955	5809863.295	1.6	11.56
200	314557.986	314987.726	5809513.795	5809799.495	-0.5	11.56
201	314599.426	314807.886	5809624.385	5809965.255	1.57	10.51
202	314502.126	314913.516	5809553.645	5809993.715	-0.44	14.96
203	314520.216	314997.406	5809512.435	5809927.665	-1.04	9.42
204	314541.116	314929.406	5809519.825	5809896.705	1.69	9.66
205	314560.696	314860.246	5809585.855	5809891.665	1.76	18.08
206	314513.906	314910.576	5809554.575	5809910.655	-0.26	31.44
207	314539.886	314998.126	5809558.955	5809976.965	-0.48	11.92
208	314513.336	314892.866	5809530.615	5809983.675	-0.44	16.82
209	314543.276	314827.496	5809535.155	5809839.555	1.75	61.56
210	314501.516	314998.516	5809610.535	5809880.845	-0.43	8.8
211	314583.676	314904.016	5809540.035	5809895.075	1.53	30.78
212	314524.006	314963.366	5809505.285	5809999.815	-0.46	15.07
213	314556.126	314980.576	5809564.975	5809795.625	-0.5	8.04
214	314518.186	314999.746	5809549.355	5809990.435	-0.66	7.28
215	314519.976	314822.416	5809523.925	5809937.275	1.42	177.94
216	314525.586	314935.986	5809510.525	5809942.055	-0.42	8.03
217	314561.326	314920.666	5809529.135	5809965.125	-0.44	31.09
218	314569.176	314857.196	5809512.185	5809992.895	1.56	14.26
219	314561.086	314997.866	5809511.675	5809938.565	-0.46	6.96
220	314521.966	314998.296	5809598.845	5809848.105	-0.51	25.25
221	314612.976	314955.066	5809563.215	5809995.745	-1.56	7.97
222	314533.116	314985.536	5809520.055	5809953.625	-0.44	31.77
223	314543.646	314870.856	5809525.355	5809925.955	1.65	61.95
224	314504.036	314960.146	5809524.285	5809866.615	-0.46	8.96
225	314554.666	314867.686	5809543.045	5809983.345	1.83	11.03
226	314563.976	314840.776	5809506.115	5809976.855	1.45	22.56
227	314581.976	314920.836	5809536.975	5809961.055	-0.45	56.35
228	314544.026	314969.506	5809515.285	5809841.495	2.21	31.41
229	314512.546	314874.826	5809516.645	5809997.025	1.58	7.29
230	314510.726	314964.256	5809529.015	5809812.505	-0.03	32.05
231	314543.946	314914.786	5809625.355	5809945.035	0.19	31.45
232	314513.466	314973.716	5809533.465	5809985.385	-0.54	43.5
233	314651.976	314971.126	5809579.785	5809975.615	-0.46	8.18
234	314561.416	314885.186	5809503.005	5809933.785	1.66	30.56
235	314583.556	314951.536	5809602.275	5809947.905	-0.46	26.76
236	314537.846	314992.636	5809670.225	5809955.315	-0.67	64.02
237	314532.916	314993.626	5809535.265	5809971.815	-0.48	22.31
238	314624.766	314920.166	5809549.025	5809999.475	-0.48	31.64
239	314506.506	314726.066	5809506.665	5809922.585	1.81	29.57
240	314504.016	314955.046	5809529.295	5809902.725	-0.45	20.22
241	314512.386	314979.996	5809505.685	5809974.715	-0.49	95.96
242	314517.726	314987.416	5809569.725	5809947.695	-1.11	41.44
243	314511.456	314993.996	5809608.095	5809924.035	-0.48	106.09
244	314567.266	314971.046	5809513.905	5809946.955	-1.2	39.34
245	314516.776	314880.606	5809508.295	5809931.915	1.39	41.86
246	314522.406	314944.186	5809662.365	5809917.205	-0.44	16.25
247	314525.776	314944.446	5809519.065	5809961.865	-1.1	12.14
248	314606.986	314948.276	5809511.665	5809851.995	-0.44	132.7
249	314596.236	314842.046	5809578.095	5809840.455	1.71	31.59
250	314503.276	314934.526	5809668.175	5809949.755	0.49	20.94
251	314574.726	314897.126	5809615.025	5809980.835	2.07	20.6
252	314509.076	314958.506	5809603.435	5809979.965	-0.45	25.3
253	314551.456	314990.426	5809526.665	5809955.015	-0.48	14.63
254	314523.116	314952.406	5809523.125	5809929.395	-0.45	10.58
255	314629.796	314958.466	5809522.225	5809941.095	-0.49	6.99
256	314584.656	314954.376	5809564.395	5809943.135	-0.45	33.15
257	314566.366	314871.066	5809525.505	5809997.945	1.6	31.82
258	314509.756	314926.986	5809565.215	5809988.755	1.79	4.48
259	314503.186	314979.956	5809548.585	5809996.895	0.6	34.16
260	314529.156	314997.276	5809547.115	5809995.225	-0.46	8.82
261	314589.466	314956.656	5809576.515	5809946.885	-0.45	10.16
262	314556.636	314893.416	5809501.545	5809972.005	1.6	16.55
263	314623.376	314992.536	5809514.135	5809954.265	-0.46	7.14
264	314581.846	314904.276	5809510.335	5809830.285	-0.26	64.85
265	314598.216	314882.746	5809543.175	5809958.455	1.65	25.67
266	314582.096	314973.166	5809536.355	5809981.385	-0.64	22.71
267	314502.116	314992.476	5809682.935	5809962.605	-0.44	180.87
268	314564.386	314928.666	5809516.275	5809969.405	1.43	16.63
269	314529.386	314963.706	5809526.155	5809957.075	-1.44	127.42
270	314612.306	314868.276	5809607.885	5809886.305	1.73	21.84
271	314564.436	314966.376	5809565.275	5809936.515	0.29	12.7
272	314506.236	314901.646	5809507.705	5809949.515	1.9	34.09
273	314505.126	314957.926	5809607.445	5809988.075	-0.63	30.92
274	314602.526	314943.186	5809697.365	5809995.795	-0.47	63.81
275	314524.156	314938.886	5809545.005	5809971.825	-0.44	40.3
276	314505.076	314956.826	5809582.015	5809980.165	-0.48	24.69
277	314630.606	314981.236	5809529.975	5809986.895	-0.42	56.84
278	314503.356	314875.356	5809545.095	5809993.925	2.2	30.6
279	314568.456	314821.206	5809534.745	5809804.405	1.78	15.04
280	314531.866	314964.376	5809504.955	5809968.515	-0.44	32.51
281	314677.466	314998.796	5809508.705	5809887.215	-0.49	186.16
282	314530.326	314871.176	5809514.005	5809952.955	1.64	16.67
283	314571.886	314968.826	5809510.205	5809929.785	-0.55	5.5
284	314685.676	314981.056	5809583.275	5809987.115	-0.7	64.93
285	314521.836	314941.466	5809699.865	5809968.945	-0.46	28.02
286	314586.466	314886.826	5809588.575	5809866.065	1.59	62.17
287	314502.026	314998.346	5809511.125	5809881.815	-0.38	8.79
288	314543.596	314950.076	5809579.565	5809992.035	-0.46	22.03
289	314506.456	314965.186	5809585.675	5809878.565	-0.46	30.64
290	314631.876	314933.826	5809530.055	5809935.205	-0.51	64.15
291	314517.576	314994.196	5809583.035	5809768.725	-0.48	31.41
292	314617.796	314957.016	5809619.925	5809983.855	1.65	3.69
293	314577.336	314911.296	5809626.165	5809994.275	1.67	13.62
294	314666.456	314931.016	5809555.005	5809948.955	-0.43	31.77
295	314523.736	314879.436	5809585.895	5809981.945	1.67	10.9
296	314546.996	314962.386	5809534.395	5809967.795	1.42	6.46
297	314560.826	314936.486	5809606.135	5809927.125	-0.53	41.39
298	314510.926	314993.266	5809505.155	5809958.675	-0.46	123.5
299	314510.256	314984.876	5809597.565	5809994.865	-0.79	48.07
300	314519.276	314948.786	5809517.375	5809984.085	1.4	10.71
301	314575.026	314986.536	5809508.065	5809968.335	-0.45	24.98
302	314556.856	314921.426	5809573.475	5809988.265	1.68	55.46
303	314612.866	314956.246	5809670.325	5809948.945	-0.45	25.37
304	314553.056	314996.186	5809623.645	5809929.885	-1.34	106.03
305	314618.216	314952.076	5809606.505	5809962.065	-0.46	30.8
306	314605.796	314967.606	5809644.635	5809997.575	-1.93	41.33
307	314525.176	314975.996	5809523.305	5809901.265	-1.25	12.06
308	314547.276	314884.886	5809557.795	5809963.755	1.64	173.19
309	314557.486	314921.106	5809563.585	5809898.075	-0.48	27.23
310	314511.146	314982.056	5809524.165	5809984.225	-0.5	11.5
311	314504.626	314904.256	5809516.095	5809872.265	1.48	26.08
312	314520.296	314930.036	5809511.055	5809924.005	-0.55	11.51
313	314532.996	314925.656	5809505.645	5809987.665	1.48	12.67
314	314580.776	314970.136	5809521.885	5809940.615	-0.43	11.69
315	314528.916	314831.016	5809512.865	5809958.185	1.62	27.37
316	314574.126	314975.466	5809585.495	5809982.835	-0.45	60.91
317	314537.806	314834.116	5809544.825	5809912.875	1.9	15.13
318	314555.106	314781.436	5809556.165	5809973.475	2.19	32.53
319	314585.376	314925.866	5809557.465	5809911.925	-0.48	29.41
320	314516.216	314966.116	5809560.455	5809956.595	-0.51	58.76
321	314617.396	314967.196	5809541.565	5809993.635	-0.44	31.76
322	314538.936	314954.666	5809524.715	5809802.375	-0.45	13.08
323	314585.586	314982.236	5809519.655	5809958.835	-0.45	16.64
324	314525.116	314986.796	5809577.195	5809926.945	-0.44	23.38
325	314508.366	314902.666	5809545.995	5809989.575	1.82	24.16
326	314576.386	314977.926	5809630.455	5809945.935	-0.35	30.59
327	314548.756	314953.366	5809608.465	5809978.775	-0.52	9.78
328	314551.496	314936.756	5809565.745	5809919.955	-0.45	30.53
329	314513.826	314885.316	5809609.865	5809968.165	1.55	13.4
330	314551.926	314940.786	5809528.005	5809943.005	-0.42	45.87
331	314555.036	314853.256	5809602.835	5809970.955	2.4	14.49
332	314507.386	314950.026	5809502.435	5809965.005	-0.45	31.32
333	314519.936	314964.706	5809550.325	5809959.915	-0.51	9.51
334	314542.506	314989.706	5809542.695	5809950.805	1.87	14.3
335	314558.946	314888.706	5809543.445	5809932.155	1.98	15.11
336	314585.236	314945.526	5809553.335	5809911.635	1.77	31.05
337	314533.536	314992.086	5809656.625	5809935.605	-1.95	31.87
338	314526.346	314963.426	5809568.205	5809963.795	-0.49	10.63
339	314541.396	314884.326	5809569.935	5809972.665	1.77	9.93
340	314592.426	314971.346	5809510.385	5809888.145	1.7	21.0
341	314535.036	314997.586	5809547.785	5809965.695	-0.45	13.61
342	314526.576	314984.896	5809625.205	5809981.335	-0.44	32.36
343	314507.176	314955.476	5809571.445	5809962.185	-0.45	15.67
344	314550.086	314999.896	5809514.695	5809985.015	-0.97	16.88
345	314583.036	314970.146	5809506.385	5809975.945	-0.44	18.32
346	314507.916	314875.806	5809534.705	5809965.625	2.24	10.7
347	314533.136	314880.106	5809530.495	5809994.155	1.38	25.22
348	314523.366	314804.236	5809562.025	5809961.975	2.8	19.8
349	314501.866	314967.156	5809531.405	5809941.575	-0.44	7.75
350	314504.636	314906.246	5809512.555	5809995.615	-0.46	30.74
351	314624.446	314973.636	5809546.225	5809988.485	-0.43	9.53
352	314516.366	314942.236	5809506.665	5809997.015	-0.52	50.27
353	314601.916	314928.446	5809549.385	5809967.675	1.6	31.81
354	314594.676	314930.696	5809535.715	5809930.485	-0.43	58.08
355	314541.296	314978.136	5809518.325	5809799.295	1.72	59.17
356	314500.396	314894.216	5809679.315	5809962.235	1.73	65.14
357	314532.136	314924.246	5809541.615	5809854.715	1.67	55.61
358	314526.396	314902.186	5809577.595	5809963.105	1.67	29.31
359	314570.366	314901.206	5809535.465	5809971.005	1.51	148.68
360	314557.696	314959.756	5809561.325	5809848.235	1.69	21.49
361	314509.136	314937.826	5809535.145	5809872.365	0.17	10.66
362	314514.736	314914.926	5809505.665	5809924.545	-0.49	31.55
363	314514.556	314944.966	5809604.055	5809982.965	-0.44	12.61
364	314561.496	314907.346	5809551.465	5809936.285	-0.46	48.98
365	314517.336	314745.016	5809577.495	5809991.485	1.91	31.79
366	314516.416	314938.056	5809525.305	5809929.205	-0.42	19.55
367	314554.726	314992.556	5809549.095	5809900.085	-0.53	60.63
368	314563.416	314893.866	5809547.865	5809959.205	-0.47	179.26
369	314614.576	314970.756	5809534.195	5809981.855	-0.43	30.01
370	314516.436	314853.996	5809779.415	5809956.305	1.44	8.45
371	314504.516	314879.336	5809513.195	5809978.855	1.62	31.68
372	314608.066	314925.696	5809511.805	5809993.755	2.23	15.73
373	314566.486	314879.476	5809559.865	5809917.705	1.56	31.07
374	314509.026	314864.736	5809568.645	5809996.195	1.47	5.35
375	314515.666	314793.026	5809562.065	5809895.905	1.58	37.8
376	314508.356	314941.196	5809568.195	5809971.715	-0.49	32.15
377	314545.816	314981.396	5809510.515	5809939.945	-0.82	149.2
378	314541.516	314961.546	5809528.455	5809925.475	1.67	31.58
379	314537.146	314925.656	5809531.855	5809991.235	-0.43	10.76
380	314520.866	314985.236	5809573.245	5809993.545	-1.04	30.73
381	314662.826	314965.666	5809516.165	5809975.075	-0.55	41.64
382	314508.056	314875.526	5809506.285	5809883.755	2.14	11.95
383	314547.526	314929.906	5809561.725	5809991.425	-0.46	65.15
384	314512.876	314999.506	5809534.525	5809903.185	-0.48	14.95
385	314504.926	314920.406	5809555.895	5809894.535	-0.43	25.39
386	314519.726	314928.486	5809553.185	5809970.285	-0.47	31.44
387	314521.846	314962.366	5809580.815	5809911.085	0.62	177.79
388	314674.806	314974.906	5809560.535	5809980.895	-0.59	9.44
389	314587.886	314968.346	5809569.885	5809984.725	-0.46	61.23
390	314518.436	314988.496	5809583.995	5809990.085	-0.44	27.37
391	314584.806	314862.486	5809538.795	5809905.855	1.59	12.64
392	314505.286	314984.386	5809533.645	5809780.885	2.02	31.29
393	314534.586	314997.906	5809507.925	5809986.775	-0.45	45.49
394	314512.506	314994.456	5809503.395	5809935.535	-1.08	10.68
395	314505.816	314818.656	5809535.235	5809987.465	1.76	10.73
396	314538.586	314936.856	5809524.345	5809980.285	-0.5	141.13
397	314519.616	314905.346	5809556.945	5809998.415	-0.46	62.78
398	314545.526	314954.366	5809597.195	5809920.095	-0.46	34.68
399	314553.096	314946.966	5809534.265	5809933.625	-1.43	14.16
400	314509.916	314999.806	5809525.205	5809983.115	-0.48	15.88
401	314512.926	314847.696	5809524.505	5809913.305	1.63	40.75
402	314526.076	314987.026	5809518.655	5809909.495	-0.56	30.72
403	314572.676	314966.106	5809527.095	5809938.845	-0.49	7.75
404	314562.616	314929.586	5809501.425	5809988.545	-0.44	57.71
405	314536.406	314993.886	5809571.705	5809784.065	-0.49	31.65
406	314648.576	314996.896	5809553.405	5809977.515	-1.91	21.58
407	314534.356	314969.226	5809533.025	5809928.045	-0.42	16.07
408	314541.936	314993.716	5809518.965	5809978.115	-0.48	11.58
409	314563.306	314998.706	5809607.165	5809957.475	-0.44	10.82
410	314550.156	314912.216	5809517.115	5809953.755	1.61	100.94
411	314507.446	314969.276	5809578.365	5809965.685	-0.7	9.55
412	314519.426	314994.606	5809523.275	5809965.115	1.84	53.01
413	314507.096	314950.146	5809521.175	5809984.865	1.58	14.41
414	314503.596	314927.926	5809586.435	5809920.885	-0.57	34.04
415	314596.236	314972.576	5809508.775	5809977.125	-0.36	14.07
416	314527.126	314837.316	5809531.955	5809991.885	1.61	61.75
417	314515.616	314873.236	5809602.205	5809800.915	1.57	32.37
418	314512.686	314992.346	5809508.815	5809961.625	-0.46	69.73
419	314522.616	314899.696	5809531.965	5809967.505	1.43	16.23
420	314564.836	314994.716	5809566.025	5809945.095	-0.36	14.55
421	314549.526	314992.596	5809639.505	5809996.435	-0.48	29.13
422	314552.616	314944.796	5809605.145	5809968.235	1.72	82.66
423	314533.006	314944.536	5809548.695	5809934.195	-0.45	40.77
424	314525.026	314934.656	5809574.575	5809992.985	1.78	31.67
425	314512.866	314998.776	5809537.585	5809993.135	-0.47	10.12
426	314625.366	314986.076	5809505.595	5809840.195	-0.55	34.37
427	314581.876	314975.686	5809606.775	5809995.345	-0.44	55.27
428	314609.696	314925.606	5809544.125	5809825.555	1.68	30.99
